"역코드","역명","승강기명","운행구간","설치위치","운행상태","승강기 구분"
"150","서울(1)역","에스컬레이터 1호기","~","","사용가능","ES"
"150","서울(1)역","에스컬레이터 1호기","B2(대합실)~B1(연결통로)","4호선 연결통로 상행","사용가능","ES"
"150","서울(1)역","에스컬레이터 2호기","섬식 B1(연결통로)~B2(승강장)","남영방향 하행 2-3","사용가능","ES"
"150","서울(1)역","에스컬레이터 3호기","섬식 B2(승강장)~B1(연결통로)","시청방향 상행 9-3","사용가능","ES"
"150","서울(1)역","에스컬레이터 4호기","지상~B1","4번출구하행","사용가능","ES"
"150","서울(1)역","에스컬레이터 5호기","B1~지상","4번출구상행","사용가능","ES"
"150","서울(1)역","엘리베이터 내부 1호","B2(승강장)~B1(대합실)","섬식(상) 5-1","사용가능","EV"
"150","서울(1)역","엘리베이터 외부 1호기","B1(대합실)~지상","2번출구","사용가능","EV"
"150","서울(1)역","엘리베이터 외부 2호기","B1(대합실)~지상","45번출구","사용가능","EV"
"150","서울(1)역","엘리베이터 외부3호기","B1(대합실)~지상","3번출구","사용가능","EV"
"150","서울(1)역","휠체어리프트 내부 1호기","B2(승강장)~B1(대합실)","내부 C 계단","사용가능","WL"
"151","시청(1)","에스컬레이터 1호기","지상(시청광장)~B1(대합실)","5번출구","사용가능","ES"
"151","시청(1)","에스컬레이터 2호기","B1(대합실)~지상(시청광장)","5번출구","사용가능","ES"
"151","시청(1)","에스컬레이터 3호기","B1(대합실)~지상(덕수궁)","1번출구","사용가능","ES"
"151","시청(1)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 3-2","사용가능","EV"
"151","시청(1)","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 8-3","사용가능","EV"
"151","시청(1)","엘리베이터 외부 1호기","B1(대합실)~지상","12번출구","사용가능","EV"
"152","종각","에스컬레이터 1호기","B1(대합실)~지상","1번출구","사용가능","ES"
"152","종각","에스컬레이터 2호기","B1(대합실)~지상","1번출구","사용가능","ES"
"152","종각","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 6-4","사용가능","EV"
"152","종각","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 4-4","사용가능","EV"
"152","종각","엘리베이터 외부 1호기","B1(대합실)~지상","3번출구","사용가능","EV"
"152","종각","엘리베이터 외부 2호기","B1(대합실)~지상","1번출구","사용가능","EV"
"153","종로3가(1)","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"153","종로3가(1)","에스컬레이터 2호기(상행)","B1(대합실)~지상","1번출구","사용가능","ES"
"153","종로3가(1)","에스컬레이터 3호기","지상~B1(대합실)","14번출구","사용가능","ES"
"153","종로3가(1)","에스컬레이터 4호기","B1(대합실)~지상","14번출구","사용가능","ES"
"153","종로3가(1)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행(의정부행) 4-4","사용가능","EV"
"153","종로3가(1)","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 6-4","사용가능","EV"
"153","종로3가(1)","엘리베이터 외부1호기","B1(대합실)~지상","1213번출구","사용가능","EV"
"154","종로5가","엘리베이터 내부 1호","B2(승강장)~B1(대합실)","상행 8-3","사용가능","EV"
"154","종로5가","엘리베이터 내부 2호","B2(승강장)~B1(대합실)","하행 3-2","사용가능","EV"
"154","종로5가","엘리베이터 외부 1호기","B1(대합실)~지상","89번출구","사용가능","EV"
"155","동대문(1)","에스컬레이터 1호기","B1(대합실)~지상","1번출구","사용가능","ES"
"155","동대문(1)","엘리베이터 내부1호기","B2(승강장)~B1(대합실)","6번출구","사용가능","EV"
"155","동대문(1)","엘리베이터 내부2호기","B2(승강장)~B1(대합실)","상행 10-4","사용가능","EV"
"155","동대문(1)","엘리베이터 외부1호기","B1(대합실)~지상","하행 2-1","사용가능","EV"
"156","신설동(1)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 3-4","사용가능","EV"
"156","신설동(1)","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 8-1","사용가능","EV"
"156","신설동(1)","엘리베이터 외부 1호기","B1(대합실)~지상","12번출구","사용가능","EV"
"156","신설동(1)","엘리베이터 외부 2호기","B1(대합실)~지상","23번출구","사용가능","EV"
"156","신설동(1)","엘리베이터 외부 3호기","B1(대합실)~지상","45번출구","사용가능","EV"
"156","신설동(1)","휠체어리프트 내부 1호기","B2(승강장)~B1(대합실)","상선 승강장 10-1(내부계단-A)","사용가능","WL"
"156","신설동(1)","휠체어리프트 내부 2호기","B2(승강장)~B1(대합실)","하선 승강장 2-1(내부계단-F)","사용가능","WL"
"156","신설동(1)","휠체어리프트 내부 3호기","B1(대합실)~B1(대합실)","대합실연결통로(6번출구-1)","사용가능","WL"
"156","신설동(1)","휠체어리프트 내부 4호기","B1(대합실)~B1(대합실)","용두방향(내선) 승강장 종점 측","사용가능","WL"
"156","신설동(1)","휠체어리프트 외부 1호기","B1(대합실)~지상","1번출구","사용가능","WL"
"156","신설동(1)","휠체어리프트 외부 2호기","지상~B1(대합실)","6번출구","사용가능","WL"
"157","제기동","에스컬레이터 1호기","지상~B1(대합실)","2번출구","사용가능","ES"
"157","제기동","에스컬레이터 2호기","B1(대합실)~지상","2번출구","사용가능","ES"
"157","제기동","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행(청량리행) 9-4","사용가능","EV"
"157","제기동","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행(서울역행)  2-1","사용가능","EV"
"157","제기동","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"158","청량리","에스컬레이터 1호기","지상~B1(대합실)","6번출구","사용가능","ES"
"158","청량리","에스컬레이터 2호기","B1(대합실)~지상","6번출구","사용가능","ES"
"158","청량리","에스컬레이터 3호기","지상~B1(대합실)","2번출구","사용가능","ES"
"158","청량리","에스컬레이터 4호기","B1(대합실)~지상","2번출구","사용가능","ES"
"158","청량리","엘리베이터 외부 1호기","B2(대합실)~지상","6번출구","사용가능","EV"
"158","청량리","휠체어리프트 내부 1호기","B2(대합실)~B1(승강장)","제기동측 승강장","사용가능","WL"
"158","청량리","휠체어리프트 내부 2호기","B2(대합실)~B1(승강장)","섬식(상) 8-3","사용가능","WL"
"159","동묘앞","에스컬레이터 10호기","B1(역무실)~지상","2번출구","사용가능","ES"
"159","동묘앞","에스컬레이터 11호기","지상~B1(대합실)","3번출구","사용가능","ES"
"159","동묘앞","에스컬레이터 12호기","B1(대합실)~지상","3번출구","사용가능","ES"
"159","동묘앞","에스컬레이터 1호기","B2~B3(6호선연결통로)","청량리방향 9-1","사용가능","ES"
"159","동묘앞","에스컬레이터 2호기","B3(6호선연결통로)~B2","청량리방향 9-1","사용가능","ES"
"159","동묘앞","에스컬레이터 3호기","B1(승강장)~B2(연결통로)","청량리방향 6-2","사용가능","ES"
"159","동묘앞","에스컬레이터 4호기","B2(연결통로)~B1(승강장)","시청방향 5-4","사용가능","ES"
"159","동묘앞","에스컬레이터 5호기","B1(승강장)~B2(연결통로)","시청방향 2-4","사용가능","ES"
"159","동묘앞","에스컬레이터 6호기","B2(연결통로)~B1(승강장)","시청방향 2-4","사용가능","ES"
"159","동묘앞","에스컬레이터 7호기","지상~B1(대합실)","1번출구","사용가능","ES"
"159","동묘앞","에스컬레이터 8호기","B1(대합실)~지상","1번출구","사용가능","ES"
"159","동묘앞","에스컬레이터 9호기","지상~B1(역무실)","2번출구","사용가능","ES"
"159","동묘앞","엘리베이터 내부 1호기","B1(승강장)~4F","본관건물(상) 6-2","사용가능","EV"
"159","동묘앞","엘리베이터 내부2호기","B2(연결통로)~BM2-B1(승강장)","상행 10-3","사용가능","EV"
"159","동묘앞","엘리베이터 내부3호기","B2(환승통로)~B1(승강장)","상행 4-8","사용가능","EV"
"159","동묘앞","엘리베이터 내부4호기","B2(연결통로)~B1(승강장)","하행 7-3","사용가능","EV"
"159","동묘앞","엘리베이터 내부5호기","B2(환승통로)~B1(승강장)","하행 1-2","사용가능","EV"
"159","동묘앞","엘리베이터 외부1호기","B1(승강장)~BM1-지상","110번출구","사용가능","EV"
"159","동묘앞","엘리베이터 외부2호기","B1(승강장)~지상","3번출구","사용가능","EV"
"201","시청(2)","에스컬레이터 1호기-휴지중","서울역방향 1-1근접 상행~서울역방향 1-1근접 상행(1)","1호선 연결통로(구)","사용가능","ES"
"201","시청(2)","에스컬레이터 2호기-휴지중","내부화장실 근접 상행~내부화장실 근접 상행(2)","1호선 연결통로(구)","사용가능","ES"
"201","시청(2)","에스컬레이터 3호기","서울역방향 1-4 근접 하행~서울역방향 1-4 근접 하행(2)","1-2호선(서울역 1호선 쪽) 환승통로","사용가능","ES"
"201","시청(2)","에스컬레이터 4호기","1호선(신)~2호선(신)","1-2호선(서울역 1호선 쪽) 환승통로","사용가능","ES"
"201","시청(2)","에스컬레이터 5호기","1호선(신)~2호선(신)","1-2호선(서울역 1호선 쪽) 환승통로","사용가능","ES"
"201","시청(2)","에스컬레이터 6호기","1호선(신)~2호선(신)","1-2호선(서울역 1호선 쪽) 환승통로","사용가능","ES"
"201","시청(2)","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)-B1(대합실)","승강장(섬식) 6-2(외선/충정로 측) 5-3(내선/","사용가능","EV"
"201","시청(2)","엘리베이터 외부 1호기","B1(대합실)~지상","9번출구","사용가능","EV"
"202","을지로입구","에스컬레이터 1호기","지상~B1(대합실)","8번출구","사용가능","ES"
"202","을지로입구","에스컬레이터 2호기","B1(대합실)~지상","8번출구","사용가능","ES"
"202","을지로입구","에스컬레이터 3호기","지상~연결통로","1번출구","사용가능","ES"
"202","을지로입구","에스컬레이터 4호기","연결통로~지상","1번출구","사용가능","ES"
"202","을지로입구","에스컬레이터 5호기","연결통로~B1(대합실)","1번출구","사용가능","ES"
"202","을지로입구","에스컬레이터 6호기","B1(대합실)~연결통로","1번출구","사용가능","ES"
"202","을지로입구","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","내선 5-3 대합실(역무실 측)","사용가능","EV"
"202","을지로입구","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","외선 6-2 대합실(역무실 측)","사용가능","EV"
"202","을지로입구","엘리베이터 외부 2호기","B1(대합실)~지상","5번출구","사용가능","EV"
"202","을지로입구","엘리베이터 외부1호기","B1(대합실)~BM~지상","1번출구","사용가능","EV"
"203","을지로3가(2)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선(시청행) 8-3","사용가능","EV"
"203","을지로3가(2)","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선(왕십리행) 3-2","사용가능","EV"
"204","을지로4가","에스컬레이터 1호기","지상~B1(대합실)","5번출구","사용가능","ES"
"204","을지로4가","에스컬레이터 2호기","B1(대합실)~지상","5번출구","사용가능","ES"
"204","을지로4가","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 3-2","사용가능","EV"
"204","을지로4가","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 8-3","사용가능","EV"
"204","을지로4가","엘리베이터 외부 1호기","B1(대합실)~지상","8번출구","사용가능","EV"
"205","동대문역사문화공원(2)","에스컬레이터 1호기","지상~B1(대합실)","3번출구","사용가능","ES"
"205","동대문역사문화공원(2)","에스컬레이터 2호기","B1(대합실)~지상","3번출구","사용가능","ES"
"205","동대문역사문화공원(2)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선(시청행) 8-3","사용가능","EV"
"205","동대문역사문화공원(2)","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선(잠실행) 3-2","사용가능","EV"
"205","동대문역사문화공원(2)","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"206","신당","에스컬레이터 1호기","지상~B1(대합실)","3번출구","사용가능","ES"
"206","신당","에스컬레이터 2호기","B1(대합실)~지상","3번출구","사용가능","ES"
"206","신당","엘리베이터 내부1호기","B2(승강장)~B1(대합실)","외선(시청행) 3-4","사용가능","EV"
"206","신당","엘리베이터 내부2호기","B2(승강장)~B1(대합실)","내선(왕십리행) 3-2","사용가능","EV"
"206","신당","엘리베이터 외부 1호기","B1(대합실)~지상","2번출구","사용가능","EV"
"207","상왕십리","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 2호기","B1(대합실)~지상","1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 3호기","B1(대합실)~B2(승강장)","1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 4호기","B2(승강장)~B1(대합실)","1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 5호기","지상~B1(대합실)","1-1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 6호기","B1(대합실)~지상","1-1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 7호기","B1(대합실)~B2(승강장)","1-1번출구","사용가능","ES"
"207","상왕십리","에스컬레이터 8호기","B2(승강장)~B1(대합실)","1-1번출구","사용가능","ES"
"207","상왕십리","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선(신당방향) 8-1","사용가능","EV"
"207","상왕십리","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선(왕십리방향) 3-4","사용가능","EV"
"207","상왕십리","엘리베이터 외부 1호기","B1(대합실)~지상","23번출구","사용가능","EV"
"208","왕십리","에스컬레이터 1호기","지상~B1(대합실)","3번출구","사용가능","ES"
"208","왕십리","에스컬레이터 2호기","B1(대합실)~지상","3번출구","사용가능","ES"
"208","왕십리","에스컬레이터 3호기","5호선~2호선 환승","외선 7-7","사용가능","ES"
"208","왕십리","에스컬레이터 4호기","2호선~5호선 환승","외선 7-1","사용가능","ES"
"208","왕십리","에스컬레이터 5호기","5호선~2호선 환승","내선 2-3","사용가능","ES"
"208","왕십리","에스컬레이터 6호기","2호선~5호선 환승","내선 2-3","사용가능","ES"
"208","왕십리","에스컬레이터 7호기","5호선~2호선 환승","내선 3-1","사용가능","ES"
"208","왕십리","에스컬레이터 8호기","2호선~5호선 환승","내선 3-1","사용가능","ES"
"208","왕십리","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","외선 3-2","사용가능","EV"
"208","왕십리","엘리베이터 내부2호기","B3(승강장)~B2(대합실)","내선 3-4","사용가능","EV"
"208","왕십리","휠체어리프트 외부1호기-휴지중(철거예정)","B1(대합실)~지상","6번 출입구","사용가능","WL"
"209","한양대","에스컬레이터 1호기","지상~F2(대합실)","1번출구","사용가능","ES"
"209","한양대","에스컬레이터 2호기","F2(대합실)~지상","1번출구","사용가능","ES"
"209","한양대","엘리베이터 내부 1호기","F1(승강장)~F2(대합실)","섬식(외선) 3-3","사용가능","EV"
"209","한양대","엘리베이터 외부 1호기","지상~F2(대합실)","4번 출구(육교)","사용가능","EV"
"209","한양대","휠체어리프트 내부 1호기","F1(승강장)~F2(대합실)","섬식(외선) 8-2","사용가능","WL"
"210","뚝섬","에스컬레이터 1호기","지상~F2(대합실)","5번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 2호기","F2(대합실)~지상","5번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 3호기","지상~F2(대합실)","8번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 4호기","F2(대합실)~지상","8번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 5호기","지상~F2(대합실)","2번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 6호기","F2(대합실)~지상","2번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 7호기","F2(대합실)~지상","3번출구","사용가능","ES"
"210","뚝섬","에스컬레이터 8호기","F2(대합실)~지상","3번출구","사용가능","ES"
"210","뚝섬","엘리베이터 내부 1호기","F2(대합실)~F3(승강장)","외선(시청행) 7-1","사용가능","EV"
"210","뚝섬","엘리베이터 내부 2호기","F2(대합실)~F3(승강장)","내선(성수행) 7-1","사용가능","EV"
"210","뚝섬","엘리베이터 외부 1호기","지상~F2(대합실)","3번출구","사용가능","EV"
"210","뚝섬","엘리베이터 외부 2호기","지상~F2","6번출구","사용가능","EV"
"211","성수","에스컬레이터 1호기","지상~F2(대합실)","1번출구","사용가능","ES"
"211","성수","에스컬레이터 1호기","지상~F2(대합실)","2번출구","사용가능","ES"
"211","성수","에스컬레이터 2호기","F2(대합실)~지상","2번출구","사용가능","ES"
"211","성수","에스컬레이터 2호기","F2(대합실)~지상","1번출구","사용가능","ES"
"211","성수","에스컬레이터 3호기","B2(승강장)~B1(대합실)","외선 승강장 종점 4-3","사용가능","ES"
"211","성수","에스컬레이터 3호기","지상~F2(대합실)","2번출구","사용가능","ES"
"211","성수","에스컬레이터 4호기","B1(대합실)~B2(승강장)","외선 2-4","사용가능","ES"
"211","성수","에스컬레이터 4호기","F2(대합실)~지상","2번출구","사용가능","ES"
"211","성수","에스컬레이터 5호기","지상~F2(대합실)","3번출구","사용가능","ES"
"211","성수","에스컬레이터 6호기","F2(대합실)~지상","3번출구","사용가능","ES"
"211","성수","에스컬레이터 7호기","지상~F2(대합실)","4번출구","사용가능","ES"
"211","성수","에스컬레이터 8호기","F2(대합실)~지상","4번출구","사용가능","ES"
"211","성수","엘리베이터 내부1호기","F2(대합실)~F3(승강장)","외선 7-1","사용가능","EV"
"211","성수","엘리베이터 내부2호기","F2(대합실)~F3(승강장)","내선 4-4","사용가능","EV"
"211","성수","엘리베이터 외부 1호기","지상~F1(대합실)","1번출구","사용가능","EV"
"211","성수","엘리베이터 외부 2호기","지상~F1(대합실)","4번출구","사용가능","EV"
"212","건대입구","에스컬레이터 1호기","지상~F2(대합실)","6번출구","사용가능","ES"
"212","건대입구","에스컬레이터 2호기","F2(대합실)~지상","6번출구","사용가능","ES"
"212","건대입구","엘리베이터 내부1호기","F2(대합실)~F3(승강장)","섬식(외선) 5-4","사용가능","EV"
"212","건대입구","엘리베이터 외부 1호기","지상~F2(대합실)-F3(승강장)","6번출구","사용가능","EV"
"213","구의","에스컬레이터 1호기","~","","사용가능","ES"
"213","구의","에스컬레이터 1호기","지상~F2(대합실)","1번출구","사용가능","ES"
"213","구의","에스컬레이터 2호기","F2(대합실)~지상","1번출구","사용가능","ES"
"213","구의","에스컬레이터 2호기","~","","사용가능","ES"
"213","구의","에스컬레이터 3호기","지상~F2(대합실)","4번출구","사용가능","ES"
"213","구의","에스컬레이터 4호기","F2(대합실)~지상","4번출구","사용가능","ES"
"213","구의","에스컬레이터 5호기","지상~F2(대합실)","2번출구","사용가능","ES"
"213","구의","에스컬레이터 6호기","F2(대합실)~지상","2번출구","사용가능","ES"
"213","구의","엘리베이터 내부 1호기","F2(대합실)~F3(승강장)","섬식(외선) 4-3","사용가능","EV"
"213","구의","엘리베이터 외부 1호기","지상~F2(대합실)-F3(승강장)","2번출구","사용가능","EV"
"214","강변","엘리베이터 내부 1호기","F1(대합실)~F2(승강장)","외선(시청행) 4-2","사용가능","EV"
"214","강변","엘리베이터 내부 2호기","F1(대합실)~F2(승강장)","내선(사당행) 7-3","사용가능","EV"
"215","잠실나루","에스컬레이터 1호기","F2(대합실)~지상","내부 대합실 상행","사용가능","ES"
"215","잠실나루","에스컬레이터 2호기","지상~F2(대합실)","내부 대합실 하행","사용가능","ES"
"215","잠실나루","에스컬레이터 3호기","F3(승강장)~F2(대합실)","2번출구","사용가능","ES"
"215","잠실나루","에스컬레이터 4호기","F2(대합실)~F3(승강장)","3번출구","사용가능","ES"
"215","잠실나루","엘리베이터 내부 1호","F1(대합실)~F2(승강장)","외선(성수행) 3-4","사용가능","EV"
"215","잠실나루","엘리베이터 내부 2호","F1(대합실)~F2(승강장)","내선(교대행) 8-1","사용가능","EV"
"216","잠실","에스컬레이터 1호기","지상~B1(대합실)","5번출구","사용가능","ES"
"216","잠실","에스컬레이터 2호기","B1(대합실)~지상","5번출구","사용가능","ES"
"216","잠실","에스컬레이터 3호기","지상~B1(대합실)","1번출구","사용가능","ES"
"216","잠실","에스컬레이터 4호기","B1(대합실)~지상","1번출구","사용가능","ES"
"216","잠실","에스컬레이터 5호기","지상~B1(대합실)","2번출구","사용가능","ES"
"216","잠실","에스컬레이터 6호기","B1(대합실)~지상","2번출구","사용가능","ES"
"216","잠실","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 5-2","사용가능","EV"
"216","잠실","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 6-3","사용가능","EV"
"216","잠실","엘리베이터 외부 1호기","B1(상가)~지상","6번출구","사용가능","EV"
"216","잠실","엘리베이터 외부2호기","B1(대합실)~지상","1번출구","사용가능","EV"
"216","잠실","휠체어리프트 내부 1호","B1(대합실)~B1(대합실)","상가측 연결계단","사용가능","WL"
"217","잠실새내","에스컬레이터 10호기","지상~B1(대합실)","8번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 11호기","B1(대합실)~지상","8번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 1호기","B1(대합실)~지상","1번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 2호기","지상~B1(대합실)","2번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 3호기","B1(대합실)~지상","2번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 4호기","지상~B1(대합실)","5번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 5호기","B1(대합실)~지상","5번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 6호기","지상~B1(대합실)","6번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 7호기","B1(대합실)~지상","6번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 8호기","지상~B1(대합실)","7번출구","사용가능","ES"
"217","잠실새내","에스컬레이터 9호기","B1(대합실)~지상","7번출구","사용가능","ES"
"217","잠실새내","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 7-3","사용가능","EV"
"217","잠실새내","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 4-1","사용가능","EV"
"217","잠실새내","엘리베이터 외부 1호기","B1(대합실)~지상","7번출구","사용가능","EV"
"217","잠실새내","엘리베이터 외부 2호기","B1(대합실)~지상","2번출구","사용가능","EV"
"218","종합운동장","에스컬레이터 1호기","지상~B1(대합실)","4번출구","사용가능","ES"
"218","종합운동장","에스컬레이터 2호기","B1(대합실)~지상","4번출구","사용가능","ES"
"218","종합운동장","에스컬레이터 3호기","B1(대합실)~지상","8번출구","사용가능","ES"
"218","종합운동장","에스컬레이터 4호기","지상~B1(대합실)","1번출구","사용가능","ES"
"218","종합운동장","에스컬레이터 5호기","B1(대합실)~지상","1번출구","사용가능","ES"
"218","종합운동장","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 2-4","사용가능","EV"
"218","종합운동장","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","","사용가능","EV"
"218","종합운동장","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 8-4","사용가능","EV"
"218","종합운동장","엘리베이터 외부 1호기","B1(대합실)~지상","6번출구","사용가능","EV"
"218","종합운동장","엘리베이터 외부 1호기","1층(지상층)~B1(대합실)","6번 출구측","사용가능","EV"
"219","삼성","에스컬레이터 1호기","지상~B1(대합실)","3번출구","사용가능","ES"
"219","삼성","에스컬레이터 2호기","B1(대합실)~지상","3번출구","사용가능","ES"
"219","삼성","에스컬레이터 3호기","지상~B1(대합실)","7번출구","사용가능","ES"
"219","삼성","에스컬레이터 4호기","B1(대합실)~지상","7번출구","사용가능","ES"
"219","삼성","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식(외선) 3-1","사용가능","EV"
"219","삼성","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"219","삼성","엘리베이터 외부 2호기","B1(대합실)~지상","6번 출구측","사용가능","EV"
"219","삼성","엘리베이터 외부 2호기","B1(대합실)~지상","6번출구","사용가능","EV"
"219","삼성","엘리베이터 외부 3호기","B1(대합실)~지상","8번출구","사용가능","EV"
"219","삼성","엘리베이터 외부 4호기","B1(대합실)~지상","4번출구","사용가능","EV"
"219","삼성","휠체어리프트 내부1호기","B1(대합실)~B1(대합실)","코엑스측 연결계단","사용가능","WL"
"220","선릉","에스컬레이터 1호기","지상~B1(대합실)","4번출구","사용가능","ES"
"220","선릉","에스컬레이터 2호기","B1(대합실)~지상","4번출구","사용가능","ES"
"220","선릉","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"220","선릉","엘리베이터 외부 2호기","B1(대합실)~지상","5번출구","사용가능","EV"
"220","선릉","엘리베이터 외부 3호기","B1(대합실)~지상","10번출구","사용가능","EV"
"221","역삼","에스컬레이터 10호기","B1(대합실)~지상","3번출구","사용가능","ES"
"221","역삼","에스컬레이터 11호기","지상~B1(대합실)","4번출구","사용가능","ES"
"221","역삼","에스컬레이터 12호기","B1(대합실)~지상","4번출구","사용가능","ES"
"221","역삼","에스컬레이터 1호기","B1(125~8번출구)~B1(대합실)","125~8번출구","사용가능","ES"
"221","역삼","에스컬레이터 2호기","B1(대합실)~B1(125~8번출구)","125~8번출구","사용가능","ES"
"221","역삼","에스컬레이터 3호기","B1(125~8번출구)~B1(대합실)","125~8번출구","사용가능","ES"
"221","역삼","에스컬레이터 4호기","B1(대합실)~B1(125~8번출구)","125~8번출구","사용가능","ES"
"221","역삼","에스컬레이터 5호기","지상(1번출구)~B1(대합실)","1번출구","사용가능","ES"
"221","역삼","에스컬레이터 6호기","B1(대합실)~지상(12통로)","2번출구","사용가능","ES"
"221","역삼","에스컬레이터 7호기","지상(12통로)~B1(대합실)","5번출구","사용가능","ES"
"221","역삼","에스컬레이터 8호기","B1(대합실)~지상(12통로)","8번출구","사용가능","ES"
"221","역삼","에스컬레이터 9호기","지상~B1(대합실)","3번출구","사용가능","ES"
"221","역삼","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선(잠실행) 7-3","사용가능","EV"
"221","역삼","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선(사당행) 4-1","사용가능","EV"
"221","역삼","엘리베이터 외부 1호기","B1(대합실)~지상","3번출구","사용가능","EV"
"221","역삼","엘리베이터 외부 2호기","B1(대합실)~지상","4번출구","사용가능","EV"
"222","강남","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 8-1","사용가능","EV"
"222","강남","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 3-4","사용가능","EV"
"222","강남","엘리베이터 외부 1호기","B1(상가)~지상","1번출구","사용가능","EV"
"222","강남","엘리베이터 외부 2호기","B1(상가)~지상","10번출구","사용가능","EV"
"223","교대(2)","에스컬레이터 1호기","지상~B1(대합실)","6번출구","사용가능","ES"
"223","교대(2)","에스컬레이터 2호기","B1(대합실)~지상","6번출구","사용가능","ES"
"223","교대(2)","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 8-4","사용가능","EV"
"223","교대(2)","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","내선 3-1","사용가능","EV"
"223","교대(2)","엘리베이터 외부 1호기","B1(대합실)~지상","5번출구","사용가능","EV"
"224","서초","에스컬레이터 1호기","지상~B1(대합실)","6번출구","사용가능","ES"
"224","서초","에스컬레이터 2호기","B1(대합실)~지상","6번출구","사용가능","ES"
"224","서초","에스컬레이터 3호기","지상~B1(대합실)","3번출구","사용가능","ES"
"224","서초","에스컬레이터 4호기","B1(대합실)~지상","3번출구","사용가능","ES"
"224","서초","에스컬레이터 5호기","지상~B1(대합실)","4번출구","사용가능","ES"
"224","서초","에스컬레이터 6호기","B1(대합실)~지상","4번출구","사용가능","ES"
"224","서초","에스컬레이터 7호기","지상~B1(대합실)","34번출구","사용가능","ES"
"224","서초","에스컬레이터 8호기","B1(대합실)~지상","34번출구","사용가능","ES"
"224","서초","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","외선 2-4","사용가능","EV"
