"역코드","역명","승강기명","운행구간","설치위치","운행상태","승강기 구분"
"310","구파발","엘리베이터 외부2호기","대합실~롯데몰 지상","","사용가능","EV"
"311","연신내","에스컬레이터 1호기","지상~B1(대합실)","2번출구","사용가능","ES"
"311","연신내","에스컬레이터 1호기","~","","사용가능","ES"
"311","연신내","에스컬레이터 1호기","~","","사용가능","ES"
"311","연신내","에스컬레이터 2호기","~","","사용가능","ES"
"311","연신내","에스컬레이터 2호기","~","","사용가능","ES"
"311","연신내","에스컬레이터 2호기","B1(대합실)~지상","2번출구","사용가능","ES"
"311","연신내","에스컬레이터 3호기","지상~B1(대합실)","4번출구","사용가능","ES"
"311","연신내","에스컬레이터 4호기","B1(대합실)~지상","4번출구","사용가능","ES"
"311","연신내","에스컬레이터-연신내역 4번출입구 E/S 3호기 [P192046]","~","","사용가능","ES"
"311","연신내","에스컬레이터-연신내역 4번출입구 E/S 4호기 [P192046]","~","","사용가능","ES"
"311","연신내","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식(상행) 5-4","사용가능","EV"
"312","불광","에스컬레이터 1호기","지상~B1(대합실)","5번출구","사용가능","ES"
"312","불광","에스컬레이터 2호기","B1(대합실)~지상","5번출구","사용가능","ES"
"312","불광","에스컬레이터-불광역 5번출입구 E/S 1호기 [P192046]","~","","사용가능","ES"
"312","불광","에스컬레이터-불광역 5번출입구 E/S 2호기 [P192046]","~","","사용가능","ES"
"312","불광","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 3-3","사용가능","EV"
"312","불광","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 8-2","사용가능","EV"
"312","불광","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"313","녹번","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"313","녹번","에스컬레이터 2호기","B1(대합실)~지상","1번출구","사용가능","ES"
"313","녹번","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식(상) 3-1","사용가능","EV"
"313","녹번","엘리베이터 외부 1호기","B1(대합실)~지상","3번출구","사용가능","EV"
"313","녹번","엘리베이터 외부 2호기","B1(대합실)~지상","1번출구","사용가능","EV"
"314","홍제","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","섬식(상) 3-4","사용가능","EV"
"314","홍제","엘리베이터 외부 1호기","B2(대합실)~지상","4번출구","사용가능","EV"
"314","홍제","엘리베이터 외부 2호기","B1(대합실)~지상","1번출구","사용가능","EV"
"315","무악재","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","하행 8-1","사용가능","EV"
"315","무악재","엘리베이터 내부 2호기","B3(승강장)~B2(대합실)","상행 3-2","사용가능","EV"
"315","무악재","엘리베이터 외부 1호기","B2(대합실)~지상","1번출구","사용가능","EV"
"316","독립문","에스컬레이터 1호기","B3(승강장)~B2(대합실)","하선(지축방향) 7-4","사용가능","ES"
"316","독립문","에스컬레이터 2호기","B3(승강장)~B2(대합실)","하선(지축방향) 4-4","사용가능","ES"
"316","독립문","에스컬레이터 3호기","B2(대합실)~B1(대합실)","X-13 기둥 뒤쪽 하선","사용가능","ES"
"316","독립문","에스컬레이터 4호기","B1(대합실)~B2(대합실)","X-13 기둥 뒤쪽 상선","사용가능","ES"
"316","독립문","에스컬레이터 5호기","지상~B1(대합실)","3-1번출구 하선 X-13 기둥 뒤","사용가능","ES"
"316","독립문","에스컬레이터 6호기","B1(대합실)~지상","3-1번출구 상선 X-13 기둥 뒤","사용가능","ES"
"316","독립문","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","섬식(상행-지축방향) 9-1","사용가능","EV"
"316","독립문","엘리베이터 외부 1호기","B2(대합실)~지상","4번출구","사용가능","EV"
"317","경복궁","에스컬레이터 10호기","3~1번출구 상행","3-1번출구","사용가능","ES"
"317","경복궁","에스컬레이터 1호기","B2(대합실)~B3(승강장)","하선 9-1(지축방향)","사용가능","ES"
"317","경복궁","에스컬레이터 2호기","B3(승강장)~B2(대합실)","하선 9-1(지축방향)","사용가능","ES"
"317","경복궁","에스컬레이터 3호기","B2(대합실)~B3(승강장)","하선 3-2(지축방향)","사용가능","ES"
"317","경복궁","에스컬레이터 4호기","B3(승강장)~B2(대합실)","하선 3-2(지축방향)","사용가능","ES"
"317","경복궁","에스컬레이터 5호기","B1(대합실)~B2(대합실)","E계단 하행","사용가능","ES"
"317","경복궁","에스컬레이터 6호기","B2(대합실)~B1(대합실)","E계단 상행","사용가능","ES"
"317","경복궁","에스컬레이터 7호기","B1(대합실)~B2(대합실)","H계단 하행","사용가능","ES"
"317","경복궁","에스컬레이터 8호기","B2(대합실)~B1(대합실)","H계단 상행","사용가능","ES"
"317","경복궁","에스컬레이터 9호기","3~1번출구 하행","3-1번출구","사용가능","ES"
"317","경복궁","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","섬식(상행-지축방향) 6-2","사용가능","EV"
"317","경복궁","엘리베이터 외부 1호기","B2(대합실)~지상","4번출구","사용가능","EV"
"318","안국","에스컬레이터 10호기","B1(대합실)~지상","5번출구","사용가능","ES"
"318","안국","에스컬레이터 1호기","B3(대합실)~B4(승강장)","하행 7-2","사용가능","ES"
"318","안국","에스컬레이터 2호기","B4(승강장)~B3(대합실)","상행 4-3","사용가능","ES"
"318","안국","에스컬레이터 3호기","B4(승강장)~B3(대합실)","하행 4-4","사용가능","ES"
"318","안국","에스컬레이터 4호기","B4(승강장)~B3(대합실)","상행 7-1","사용가능","ES"
"318","안국","에스컬레이터 5호기","B2(대합실)~B3(대합실)","X-14 기둥 뒤쪽 하행","사용가능","ES"
"318","안국","에스컬레이터 6호기","B3(대합실)~B2(대합실)","X-14 기둥 뒤쪽 상행","사용가능","ES"
"318","안국","에스컬레이터 7호기","B2(대합실)~B3(대합실)","X-25 기둥 뒤쪽 하행","사용가능","ES"
"318","안국","에스컬레이터 8호기","B3(대합실)~B2(대합실)","X-25 기둥 뒤쪽 상행","사용가능","ES"
"318","안국","에스컬레이터 9호기","지상~B1(대합실)","5번출구","사용가능","ES"
"318","안국","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","섬식(상) 3-2","사용가능","EV"
"318","안국","엘리베이터 외부 1호기","B2(대합실)~지상","6번 출구","사용가능","EV"
"319","종로3가(3)","무빙워크 1호기","B3(5호선)~B3(1호선)","1호선 연결통로","사용가능","MW"
"319","종로3가(3)","무빙워크 2호기","B3(1호선)~B3(5호선)","5호선 연결통로","사용가능","MW"
"319","종로3가(3)","에스컬레이터 1호기","B2(1호선연결)~B4(3호선연결)","3호선연결통로 하행","사용가능","ES"
"319","종로3가(3)","에스컬레이터 2호기","B4(3호선연결)~B2(1호선연결)","1호선연결통로 상행","사용가능","ES"
"319","종로3가(3)","에스컬레이터 3호기","B1~B3(35연결통로)","35연결통로 하행","사용가능","ES"
"319","종로3가(3)","에스컬레이터 4호기","B3~B1(3678출구방향)","35연결통로 상행","사용가능","ES"
"319","종로3가(3)","에스컬레이터 5호기","B1~B3(2-1출구)","3호선연결통 하행","사용가능","ES"
"319","종로3가(3)","에스컬레이터 6호기","B1~B3(35연결통로)","2-1출구 상행","사용가능","ES"
"319","종로3가(3)","엘리베이터 내부1호기","대합실~승강장","지축방향 4-3 오금방향 7-1","사용가능","EV"
"319","종로3가(3)","엘리베이터 내부1호기","~","","사용가능","EV"
"319","종로3가(3)","엘리베이터 외부1호기","대합실~8번출구","8번출구","사용가능","EV"
"319","종로3가(3)","엘리베이터 외부1호기","~","","사용가능","EV"
"319","종로3가(3)","휠체어리프트 내부 1호기","B4(승강장)~B3(대합실)","안국역측 승강장","사용가능","WL"
"319","종로3가(3)","휠체어리프트 내부2호기","B3(대합실)~B2(대합실)","을지3가측 2-3층","사용가능","WL"
"319","종로3가(3)","휠체어리프트 내부4호기","B2(대합실)~B1(대합실)","을지3가측 1-2층","사용가능","WL"
"319","종로3가(3)","휠체어리프트 외부1호기","B1(대합실)~지상","7번 출입구","사용가능","WL"
"320","을지로3가(3)","에스컬레이터 1호기","B3(승강장)~B2(대합실)","승강장 4-2","사용가능","ES"
"320","을지로3가(3)","에스컬레이터 2호기","B3(승강장)~B2(대합실)","승강장 4-3","사용가능","ES"
"320","을지로3가(3)","엘리베이터 내부 1호기","B3(승강장)~B1(대합실)","섬식(상) 5-2","사용가능","EV"
"320","을지로3가(3)","엘리베이터 외부 1호기","B1(대합실)~지상","10번출구","사용가능","EV"
"322","동대입구","에스컬레이터 1호기","지상~B2(대합실)","6번출구","사용가능","ES"
"322","동대입구","에스컬레이터 2호기","B2(대합실)~지상","6번출구","사용가능","ES"
"322","동대입구","에스컬레이터 3호기","지상~B1(대합실)","5번출구","사용가능","ES"
"322","동대입구","에스컬레이터 4호기","B1(대합실)~지상","5번출구","사용가능","ES"
"322","동대입구","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","충무로방면 3-1 약수방면 8-3","사용가능","EV"
"322","동대입구","엘리베이터 내부 2호기","~","","사용가능","EV"
"322","동대입구","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","장충체육관(5번출구) 방향 B1 대합실","사용가능","EV"
"322","동대입구","엘리베이터 외부 1호기","B2(대합실)~지상","6번출구","사용가능","EV"
"323","약수","에스컬레이터 1호기","지상~B1(대합실)","5번출구","사용가능","ES"
"323","약수","에스컬레이터 2호기","B1(대합실)~지상","5번출구","사용가능","ES"
"323","약수","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","금호방면 3-1 동대입구방면 8-4","사용가능","EV"
"323","약수","엘리베이터 외부 1호기","B1(대합실)~지상","3번출구","사용가능","EV"
"324","금호","에스컬레이터 1호기","지상~B1(대합실)","2번출구","사용가능","ES"
"324","금호","에스컬레이터 2호기","B1(대합실)~지상","2번출구","사용가능","ES"
"324","금호","에스컬레이터 3호기","지상~B1(대합실)","3번출구","사용가능","ES"
"324","금호","에스컬레이터 4호기","B1(대합실)~지상","3번출구","사용가능","ES"
"324","금호","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","섬식(상) 3-2","사용가능","EV"
"324","금호","엘리베이터 외부 1호기","B1(대합실)~지상","2번출구","사용가능","EV"
"324","금호","엘리베이터 외부 2호기","~","","사용가능","EV"
"325","옥수","에스컬레이터 1호기","2(대합실)~지상","4번출구","사용가능","ES"
"325","옥수","에스컬레이터 2호기","지상~2(대합실)","4번출구","사용가능","ES"
"325","옥수","엘리베이터 내부1호기","F2(대합실)~F3(승강장)","상행 10-1","사용가능","EV"
"325","옥수","엘리베이터 내부2호기","F2(대합실)~F3(승강장)","하행 1-2","사용가능","EV"
"325","옥수","엘리베이터 외부1호기","지상~F2(대합실)","56번출구","사용가능","EV"
"326","압구정","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"326","압구정","에스컬레이터 2호기","B1(대합실)~지상","5번출구","사용가능","ES"
"326","압구정","에스컬레이터 3호기","B1(대합실)~지상","1번출구","사용가능","ES"
"326","압구정","에스컬레이터 4호기","B2(건물)~중층","3번출구","사용가능","ES"
"326","압구정","에스컬레이터 5호기","중층~B2(건물)","3번출구","사용가능","ES"
"326","압구정","에스컬레이터 6호기","중층~F1","3번출구","사용가능","ES"
"326","압구정","에스컬레이터 7호기","F1~중층","","사용가능","ES"
"326","압구정","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 8-2","사용가능","EV"
"326","압구정","엘리베이터 내부 1호기","~","","사용가능","EV"
"326","압구정","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 3-2","사용가능","EV"
"326","압구정","엘리베이터 내부 2호기","~","","사용가능","EV"
"326","압구정","엘리베이터 외부 1호기","B1(대합실)~지상","3번출구","사용가능","EV"
"326","압구정","엘리베이터 외부1호","B2(건물)~F1","","사용가능","EV"
"326","압구정","엘리베이터 외부2호기","B1(대합실)~지상","2번출구","사용가능","EV"
"327","신사","에스컬레이터 1호기","지상~B1(대합실)","8번출구","사용가능","ES"
"327","신사","에스컬레이터 1호기","~","","사용가능","ES"
"327","신사","에스컬레이터 1호기","~","","사용가능","ES"
"327","신사","에스컬레이터 2호기","~","","사용가능","ES"
"327","신사","에스컬레이터 2호기","~","","사용가능","ES"
"327","신사","에스컬레이터 2호기","B1(대합실)~지상","8번출구","사용가능","ES"
"327","신사","에스컬레이터 3호기","B1(대합실)~B1(대합실)","5번출구","사용가능","ES"
"327","신사","에스컬레이터 4호기","B1(대합실)~B1(대합실)","5번출구","사용가능","ES"
"327","신사","에스컬레이터 5호기","지상~B1(대합실)","5번출구","사용가능","ES"
"327","신사","에스컬레이터 6호기","B1(대합실)~지상","5번출구","사용가능","ES"
"327","신사","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 3-1","사용가능","EV"
"327","신사","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 8-3","사용가능","EV"
"327","신사","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"327","신사","엘리베이터 외부 2호기","B1(대합실)~지상","8번출구","사용가능","EV"
"328","잠원","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상선(대화방향) 3-3","사용가능","EV"
"328","잠원","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하선(교대방향) 8-1","사용가능","EV"
"328","잠원","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"329","고속터미널","에스컬레이터 10호기","B3(승강장)~B2(대합실)","교대방향 2-3","사용가능","ES"
"329","고속터미널","에스컬레이터 11호기","B2(대합실)~B3(승강장)","교대방향 4-3","사용가능","ES"
"329","고속터미널","에스컬레이터 12호기","B3(승강장)~B2(대합실)","교대방향 4-3","사용가능","ES"
"329","고속터미널","에스컬레이터 13호기","B2(대합실)~B3(승강장)","교대방향 7-2","사용가능","ES"
"329","고속터미널","에스컬레이터 14호기","B3(승강장)~B2(대합실)","교대방향 7-2","사용가능","ES"
"329","고속터미널","에스컬레이터 15호기","B2(대합실)~B3(승강장)","교대방향 9-2","사용가능","ES"
"329","고속터미널","에스컬레이터 16호기","B3(승강장)~B2(대합실)","교대방향 9-2","사용가능","ES"
"329","고속터미널","에스컬레이터 17호기","B1(대합실)~B2(대합실)","1 8 8-1 8-2번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 18호기","B2(대합실)~B1(대합실)","1 8 8-1 8-2번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 19호기","B1(대합실)~B2(대합실)","2 7번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 1호기","B2(대합실)~B3(승강장)","잠원방향 2-3","사용가능","ES"
"329","고속터미널","에스컬레이터 20호기","B2(대합실)~B1(대합실)","2 7번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 21호기","B1(대합실)~B2(대합실)","2 7번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 22호기","B2(대합실)~B1(대합실)","2 7번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 23호기","B1(대합실)~B2(대합실)","1 8 8-1 8-2번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 24호기","B2(대합실)~B1(대합실)","1 8 8-1 8-2번 출구","사용가능","ES"
"329","고속터미널","에스컬레이터 2호기","B3(승강장)~B2(대합실)","잠원방향 2-3","사용가능","ES"
"329","고속터미널","에스컬레이터 3호기","B2(대합실)~B3(승강장)","잠원방향 4-3","사용가능","ES"
"329","고속터미널","에스컬레이터 4호기","B3(승강장)~B2(대합실)","잠원방향 4-3","사용가능","ES"
"329","고속터미널","에스컬레이터 5호기","B2(대합실)~B3(승강장)","잠원방향 7-2","사용가능","ES"
"329","고속터미널","에스컬레이터 6호기","B3(승강장)~B2(대합실)","잠원방향 7-2","사용가능","ES"
"329","고속터미널","에스컬레이터 7호기","B2(대합실)~B3(승강장)","잠원방향 9-2","사용가능","ES"
"329","고속터미널","에스컬레이터 8호기","B3(승강장)~B2(대합실)","잠원방향 9-2","사용가능","ES"
"329","고속터미널","에스컬레이터 9호기","B2(대합실)~B3(승강장)","교대방향 2-3","사용가능","ES"
"329","고속터미널","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","상선(잠원 대화방향) 8-2","사용가능","EV"
"329","고속터미널","엘리베이터 내부 2호기","B3(승강장)~B2(대합실)","하선(교대 오금 수서방향) 3-3","사용가능","EV"
"329","고속터미널","휠체어리프트 내부1호기","B2(대합실)~B1(대합실)","B2층 대합실 중앙","사용가능","WL"
"330","교대(3)","에스컬레이터 1호기","B2(대합실)~B3(승강장)","8-3","사용가능","ES"
"330","교대(3)","에스컬레이터 2호기","B3(승강장)~B2(대합실)","3-2","사용가능","ES"
"330","교대(3)","엘리베이터 내부 1호기","B3(승강장)~B1(대합실)","섬식(상) 4-2","사용가능","EV"
"330","교대(3)","엘리베이터 내부 1호기","B3(승강장)~B1(대합실)","섬식(상선 4-2 하선 7-3)","사용가능","EV"
"330","교대(3)","휠체어리프트 내부 1호기","B1(대합실)~B1(대합실)","B1층 23호선 연결 계단","사용가능","WL"
"331","남부터미널","에스컬레이터 1호기","지상~B1(대합실)","6번출구","사용가능","ES"
"331","남부터미널","에스컬레이터 2호기","B1(대합실)~지상","6번출구","사용가능","ES"
"331","남부터미널","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","상선(교대방향) 3-2","사용가능","EV"
"331","남부터미널","엘리베이터 내부 2호기","B3(승강장)~B2(대합실)","하선(대화방향) 8-2","사용가능","EV"
"331","남부터미널","엘리베이터 외부 1호기","B2(대합실)~지상","5번 출구(남부시외버스터미널)","사용가능","EV"
"332","양재","에스컬레이터 1호기","지상~B1(대합실)","5번출구","사용가능","ES"
"332","양재","에스컬레이터 2호기","B1(대합실)~지상","5번출구","사용가능","ES"
"332","양재","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 3-1","사용가능","EV"
"332","양재","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 3-1","사용가능","EV"
"332","양재","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 8-4","사용가능","EV"
"332","양재","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 8-4","사용가능","EV"
"332","양재","엘리베이터 외부 1호기","B1(대합실)~지상","4번출구","사용가능","EV"
"332","양재","엘리베이터 외부 1호기","B1(대합실)~지상","4번 출구측","사용가능","EV"
"332","양재","엘리베이터 외부 2호기","B1(대합실)~지상","11번출구","사용가능","EV"
"333","매봉","에스컬레이터 1호기","지상~계단(X-11)","4번출구","사용가능","ES"
"333","매봉","에스컬레이터 2호기","계단(X-11)~지상","4번출구","사용가능","ES"
"333","매봉","에스컬레이터 3호기","지상~B1(대합실)","1번출구","사용가능","ES"
"333","매봉","에스컬레이터 4호기","B1(대합실)~지상","1번출구","사용가능","ES"
"333","매봉","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","상행 5-4","사용가능","EV"
"333","매봉","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","하행 6-1","사용가능","EV"
"333","매봉","엘리베이터 외부 1호기","B1(대합실)~지상","1번 출구","사용가능","EV"
"334","도곡","에스컬레이터 1호기","B2(대합실)~B4(승강장)","대화방향 4-1","사용가능","ES"
"334","도곡","에스컬레이터 2호기","B4(승강장)~B2(대합실)","대화방향 4-1","사용가능","ES"
"334","도곡","에스컬레이터 3호기","B2(대합실)~B4(승강장)","대화방향 7-4","사용가능","ES"
"334","도곡","에스컬레이터 4호기","B4(승강장)~B2(대합실)","대화방향 7-4","사용가능","ES"
"334","도곡","에스컬레이터 5호기","B2(승강장)~B4(대합실)","오금방향 4-1","사용가능","ES"
"334","도곡","에스컬레이터 6호기","B4(대합실)~B2(승강장)","오금방향 4-1","사용가능","ES"
"334","도곡","에스컬레이터 7호기","B2(승강장)~B4(대합실)","오금방향 7-4","사용가능","ES"
"334","도곡","에스컬레이터 8호기","B4(대합실)~B2(승강장)","오금방향 7-4","사용가능","ES"
"335","대치","에스컬레이터 1호기","AD계단~B3(승강장)","오금방향 10-4","사용가능","ES"
"335","대치","에스컬레이터 2호기","B3(승강장)~AD계단","대화방향 1-1","사용가능","ES"
"335","대치","에스컬레이터 3호기","BC계단~B3(승강장)","대화방향 10-4","사용가능","ES"
"335","대치","에스컬레이터 4호기","B3(승강장)~B2(대합실)","오금방향 1-1","사용가능","ES"
"335","대치","에스컬레이터 5호기","지상~B1(대합실)","4번출구","사용가능","ES"
"335","대치","에스컬레이터 6호기","B1(대합실)~지상","4번출구","사용가능","ES"
"335","대치","엘리베이터 내부 1호기","B4(승강장)~B1(대합실)","섬식(상) 1-1","사용가능","EV"
"335","대치","엘리베이터 외부 1호기","B1(대합실)~지상","7번 출구","사용가능","EV"
"336","학여울","에스컬레이터 1호기","B3(대합실)~B2(대합실)","1번출구","사용가능","ES"
"336","학여울","에스컬레이터 2호기","B2(대합실)~B3(대합실)","1번출구","사용가능","ES"
"336","학여울","엘리베이터 내부 1호기","B5(승강장)~B4(대합실)","상선#5-4승강장","사용가능","EV"
"336","학여울","엘리베이터 내부 2호기","B5(승강장)~B4(대합실)","하선#6-1승강장","사용가능","EV"
"336","학여울","엘리베이터 외부 1호기","B4(대합실)~지상","기둥11번(중앙) 옆","사용가능","EV"
"337","대청","에스컬레이터 1호기","지상~B1(대합실)","6번출구","사용가능","ES"
"337","대청","에스컬레이터 2호기","B1(대합실)~지상","6번출구","사용가능","ES"
"337","대청","에스컬레이터 3호기","지상~B1(대합실)","3번출구","사용가능","ES"
"337","대청","에스컬레이터 4호기","B1(대합실)~지상","3번출구","사용가능","ES"
"337","대청","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","상선 #4-4","사용가능","EV"
"337","대청","엘리베이터 내부 2호기","B3(승강장)~B2(대합실)","하선 #7-1","사용가능","EV"
"337","대청","엘리베이터 외부 1호기","B2(대합실)~지상","78번출구","사용가능","EV"
"338","일원","에스컬레이터 1호기","지상~B1(대합실)","1번출구 하행","사용가능","ES"
"338","일원","에스컬레이터 2호기","B1(대합실)~지상","1번출구 상행","사용가능","ES"
"338","일원","에스컬레이터 3호기","지상~B1(대합실)","2번출구 상행","사용가능","ES"
"338","일원","에스컬레이터 4호기","B1(대합실)~지상","3번출구 상행","사용가능","ES"
"338","일원","에스컬레이터 5호기","지상~B1(대합실)","6번출구","사용가능","ES"
"338","일원","에스컬레이터 6호기","B1(대합실)~지상","6번출구","사용가능","ES"
"338","일원","엘리베이터 내부 1호기","B3(승강장)~B2(대합실)","상선 #6-3","사용가능","EV"
"338","일원","엘리베이터 내부2호기","B3(승강장)~B2(대합실)","하선 #5-2","사용가능","EV"
"338","일원","엘리베이터 외부 1호기","B2(대합실)~지상","1번 출구측","사용가능","EV"
"338","일원","엘리베이터 외부2호기","B2(대합실)~지상","1번출구","사용가능","EV"
"338","일원","엘리베이터 외부3호기","B2(대합실)~지상","1번출구","사용가능","EV"
"339","수서","에스컬레이터 10호기","B2(승강장)~B1(대합실)","가락시장방향 2-2","사용가능","ES"
"339","수서","에스컬레이터 11호기","지상~B1(대합실)","5번출구","사용가능","ES"
"339","수서","에스컬레이터 12호기","B1(대합실)~지상","5번출구","사용가능","ES"
"339","수서","에스컬레이터 1호기","지상~B1(대합실)","1번출구","사용가능","ES"
"339","수서","에스컬레이터 2호기","B1(대합실)~지상","1번출구","사용가능","ES"
"339","수서","에스컬레이터 3호기","지상~B1(대합실)","2번출구","사용가능","ES"
"339","수서","에스컬레이터 4호기","B1(대합실)~지상","2번출구","사용가능","ES"
"339","수서","에스컬레이터 5호","지상~B1(대합실)","6번출구","사용가능","ES"
"339","수서","에스컬레이터 6호기","B1(대합실)~지상","6번출구","사용가능","ES"
"339","수서","에스컬레이터 7호기","B1(대합실)~B2(승강장)","일원방향 9-3","사용가능","ES"
"339","수서","에스컬레이터 8호기","B2(승강장)~B1(대합실)","일원방향 9-3","사용가능","ES"
"339","수서","에스컬레이터 9호기","B1(대합실)~B2(승강장)","가락시장방향 2-2","사용가능","ES"
"339","수서","엘리베이터 내부 1호기","B2(승강장)~B1(대합실)","지축행 상행 8-3","사용가능","EV"
"339","수서","엘리베이터 내부 2호기","B2(승강장)~B1(대합실)","오금행 하행 3-2","사용가능","EV"
"339","수서","엘리베이터 외부 1호기","B1(대합실)~지상","1번출구","사용가능","EV"
"339","수서","엘리베이터 외부2호기","B1(대합실)~지상","5번출구","사용가능","EV"
"340","가락시장","에스컬레이터 10호기","B4(승강장)~B3(대합실)","오금행 하선 3-2","사용가능","ES"
"340","가락시장","에스컬레이터 11호기","B2(대합실)~B4(승강장)","오금행 하선 8-1","사용가능","ES"
"340","가락시장","에스컬레이터 12호기","B4(승강장)~B2(대합실)","오금행 하선 8-1","사용가능","ES"
"340","가락시장","에스컬레이터 13호기","B2(대합실)~B4(승강장)","오금행 하선 6-4","사용가능","ES"
"340","가락시장","에스컬레이터 14호기","B4(승강장)~B2(대합실)","오금행 하선 6-4","사용가능","ES"
"340","가락시장","에스컬레이터 15호기","B1(대합실)~B2(대합실)","B2⇔B1 연결통로","사용가능","ES"
"340","가락시장","에스컬레이터 16호기","B2(대합실)~B1(대합실)","B2⇔B1 연결통로","사용가능","ES"
"340","가락시장","에스컬레이터 17호기","B1(대합실)~B2(대합실)","7번출구(롯데마트)","사용가능","ES"
"340","가락시장","에스컬레이터 18호기","B2(대합실)~B1(대합실)","7번출구(롯데마트)","사용가능","ES"
"340","가락시장","에스컬레이터 19호기","지상~B1(대합실)","7번출구","사용가능","ES"
"340","가락시장","에스컬레이터 1호기","B2(대합실)~B4(승강장)","지축행 상선 8-1","사용가능","ES"
"340","가락시장","에스컬레이터 20호기","B1(대합실)~지상","7번출구","사용가능","ES"
"340","가락시장","에스컬레이터 21호기","지상~B2(대합실)","8번출구","사용가능","ES"
"340","가락시장","에스컬레이터 22호기","B2(대합실)~지상","8번출구","사용가능","ES"
"340","가락시장","에스컬레이터 2호기","B4(승강장)~B2(대합실)","지축행 상선 8-1","사용가능","ES"
"340","가락시장","에스컬레이터 3호기","B2(대합실)~B4(승강장)","지축행 상선 6-4","사용가능","ES"
"340","가락시장","에스컬레이터 4호기","B4(승강장)~B2(대합실)","지축행 상선 6-4","사용가능","ES"
"340","가락시장","에스컬레이터 5호기","B3(대합실)~B4(승강장)","지축행 상선 8-4","사용가능","ES"
"340","가락시장","에스컬레이터 6호기","B4(승강장)~B3(대합실)","지축행 상선 8-4","사용가능","ES"
"340","가락시장","에스컬레이터 7호기","B4(승강장)~B3(대합실)","지축행 상선 10-1","사용가능","ES"
"340","가락시장","에스컬레이터 8호기","B3(대합실)~B4(승강장)","오금행 하선 1-4","사용가능","ES"
"340","가락시장","에스컬레이터 9호기","B3(대합실)~B4(승강장)","오금행 하선 3-2","사용가능","ES"
"340","가락시장","엘리베이터 내부 1호기","B4(승강장)~B2(대합실)","지축행 상선 8-2","사용가능","EV"
"340","가락시장","엘리베이터 내부 2호기","B4(승강장)~B2(대합실)","오금행 하선 8-2","사용가능","EV"
"340","가락시장","엘리베이터 외부 1호기","B2(대합실)~지상","7번출구","사용가능","EV"
"341","경찰병원","에스컬레이터 10호기","B2(승강장)~B1(대합실)","하선 5-4","사용가능","ES"
"341","경찰병원","에스컬레이터 11호기","B1(대합실)~B2(승강장)","하선 9-4","사용가능","ES"
"341","경찰병원","에스컬레이터 12호기","B2(승강장)~B1(대합실)","하선 9-4","사용가능","ES"
"341","경찰병원","에스컬레이터 13호기","지상~B1(대합실)","1번출구","사용가능","ES"
"341","경찰병원","에스컬레이터 14호기","B1(대합실)~지상","1번출구","사용가능","ES"
"341","경찰병원","에스컬레이터 15호기","지상~B1(대합실)","2번출구","사용가능","ES"
"341","경찰병원","에스컬레이터 16호기","B1(대합실)~지상","2번출구","사용가능","ES"
